COD_CLI,CGC_CPF,RAZ_SOCIAL,NOM_FANTASIA,COD_CIDADE,COD_ESTADO,BLOQUEADO,DAT_CADASTRO,COD_GRPCLI
10672,17012894000132,REDE BOM PRECO ME 0672,REDE BOM,8,MG,0,2015-06-30 05:37:26,40
10673,20726407000108,REDE REAL COMERCIO LTDA 0673,REDE REAL,6,GO,0,2015-02-09 17:38:15,30
10674,77925732000117,FARMA BOM PRECO ME 0674,FARMA BOM,4,GO,0,2017-09-09 03:58:54,50
10675,47626949000165,COMERCIAL REAL COMERCIO LTDA 0675,COMERCIAL REAL,11,GO,0,2019-05-03 00:58:42,50
10676,13312223000136,COMERCIAL UNIAO COMERCIO LTDA 0676,COMERCIAL UNIAO,1,GO,0,2022-05-13 01:58:06,40
10677,12565582000132,FARMA SAO PEDRO ME 0677,FARMA SAO,14,MG,0,2017-12-21 21:30:10,40
10678,53293467000133,DROGA POPULAR LTDA 0678,DROGA POPULAR,4,GO,0,2022-01-20 13:39:33,40
10679,05986625000198,FARMACIA IDEAL EIRELI 0679,FARMACIA IDEAL,9,GO,0,2022-10-28 04:25:25,40
10680,93644648000181,FARMA VIDA EIRELI 0680,FARMA VIDA,7,MG,0,2020-12-26 09:34:41,10
10681,54923019000139,FARMA AURORA EIRELI 0681,FARMA AURORA,11,GO,0,2023-04-12 14:59:37,40
10682,74197686000199,REDE MODELO LTDA 0682,REDE MODELO,13,MG,0,2024-09-07 15:17:51,30
10683,43192241000192,DROGA ESTRELA ME 0683,DROGA ESTRELA,12,MG,0,2025-12-13 07:27:14,40
10684,98019935000114,COMERCIAL NOVA ERA LTDA 0684,COMERCIAL NOVA,11,GO,0,2021-12-03 22:10:22,30
10685,51704300000192,FARMACIA PRIME LTDA 0685,FARMACIA PRIME,11,GO,0,2014-11-28 22:39:10,30
10686,67055300000149,DROGA VIDA ME 0686,DROGA VIDA,8,MG,0,2021-01-02 18:24:15,30
10687,84313977000159,COMERCIAL SAUDE COMERCIO LTDA 0687,COMERCIAL SAUDE,6,GO,0,2022-06-30 17:32:56,30
10688,43155161000167,REDE SAUDE COMERCIO LTDA 0688,REDE SAUDE,14,MG,0,2020-10-29 11:20:24,30
10689,04674860000161,FARMACIA HORIZONTE ME 0689,FARMACIA HORIZONTE,14,MG,0,2015-11-19 11:01:08,50
10690,07464663000106,FARMACIA HORIZONTE EIRELI 0690,FARMACIA HORIZONTE,18,MG,0,2017-11-26 18:15:03,40
10691,18737490000179,FARMACIA PRIME COMERCIO LTDA 0691,FARMACIA PRIME,3,GO,1,2020-08-30 13:08:02,30
10692,74210690000140,DROGA SAO PEDRO COMERCIO LTDA 0692,DROGA SAO,2,MG,0,2014-09-22 13:37:56,40
10693,25369358000117,FARMACIA MODELO COMERCIO LTDA 0693,FARMACIA MODELO,5,MG,0,2019-06-19 17:36:16,40
10694,71556716000118,COMERCIAL HORIZONTE COMERCIO LTDA 0694,COMERCIAL HORIZONTE,14,MG,1,2019-06-27 21:11:00,50
10695,99813753000183,FARMA BOM PRECO LTDA 0695,FARMA BOM,15,MG,0,2019-09-18 08:56:57,40
10696,28443464000191,FARMACIA NOVA ERA LTDA 0696,FARMACIA NOVA,1,MG,0,2021-01-28 13:50:05,40
10697,65061434000147,FARMACIA PLANALTO EIRELI 0697,FARMACIA PLANALTO,9,MG,0,2018-04-23 13:59:07,50
10698,61655869000169,FARMA HORIZONTE LTDA 0698,FARMA HORIZONTE,3,GO,0,2025-03-08 19:05:53,50
10699,62202869000176,DROGARIA SANTA CLARA EIRELI 0699,DROGARIA SANTA,10,GO,0,2016-04-06 12:00:14,40
10700,35575259000145,DROGARIA ESTRELA ME 0700,DROGARIA ESTRELA,9,GO,0,2022-05-30 23:12:02,40
10701,47491177000100,FARMA VIDA ME 0701,FARMA VIDA,999,MG,0,2022-05-17 18:48:58,40
10702,31379950000100,DROGARIA ESTRELA EIRELI 0702,DROGARIA ESTRELA,10,MG,0,2016-02-07 10:24:51,
10703,19465638000126,DROGARIA ESTRELA LTDA 0703,DROGARIA ESTRELA,12,MG,1,2021-01-31 15:44:14,50
10704,84701232000167,FARMACIA IDEAL COMERCIO LTDA 0704,FARMACIA IDEAL,4,GO,0,2018-03-30 10:45:17,30
10705,85376859000152,REDE SAUDE ME 0705,REDE SAUDE,3,GO,0,2024-07-15 04:10:55,
10706,65011905000102,DROGARIA IDEAL EIRELI 0706,DROGARIA IDEAL,7,MG,0,2014-08-14 21:18:09,40
10707,62295832000130,FARMACIA PRIME EIRELI 0707,FARMACIA PRIME,18,MG,0,2018-09-01 06:42:17,40
10708,11462379000178,REDE SANTA CLARA LTDA 0708,REDE SANTA,10,MG,0,2017-05-04 03:54:26,50
10709,40919907000173,FARMA CENTRAL EIRELI 0709,FARMA CENTRAL,5,MG,0,2023-04-28 06:21:11,40
10710,99835587000116,COMERCIAL SAUDE ME 0710,COMERCIAL SAUDE,5,MG,0,2021-06-06 00:10:44,20
10711,81368742000176,COMERCIAL PRIME ME 0711,COMERCIAL PRIME,5,MG,0,2021-06-04 17:02:40,40
10712,94861736000106,FARMA HORIZONTE ME 0712,FARMA HORIZONTE,11,GO,0,2020-02-02 08:49:48,40
10713,11451335000142,COMERCIAL SANTA CLARA COMERCIO LTDA 0713,COMERCIAL SANTA,10,GO,0,2022-03-09 06:14:25,10
10714,60383420000126,FARMA POPULAR LTDA 0714,FARMA POPULAR,13,MG,0,2026-02-13 15:17:51,40
10715,49466492000102,REDE SANTA CLARA EIRELI 0715,REDE SANTA,7,GO,0,2023-09-17 01:12:51,40
10716,09675368000124,FARMA PRIME LTDA 0716,FARMA PRIME,8,GO,0,2024-11-23 01:40:31,40
10717,16924882000111,DROGARIA ESTRELA EIRELI 0717,DROGARIA ESTRELA,12,GO,0,2016-09-15 19:41:06,30
10718,41012592000149,DROGARIA PLANALTO COMERCIO LTDA 0718,DROGARIA PLANALTO,999,MG,0,2020-09-02 17:51:55,30
10719,66989412000104,FARMA UNIAO COMERCIO LTDA 0719,FARMA UNIAO,7,MG,0,2015-04-06 00:18:58,40
10720,33980464000160,DROGA NOVA ERA EIRELI 0720,DROGA NOVA,9,MG,0,2018-09-11 09:06:21,30
10721,24707268000126,REDE SAUDE COMERCIO LTDA 0721,REDE SAUDE,9,GO,1,2020-01-20 10:54:41,50
10722,27210087000188,COMERCIAL CENTRAL LTDA 0722,COMERCIAL CENTRAL,6,GO,0,2023-11-18 17:39:00,30
10723,42142254000194,COMERCIAL ESTRELA LTDA 0723,COMERCIAL ESTRELA,4,MG,0,2020-08-22 11:11:45,20
10724,16741370000110,FARMACIA ESTRELA COMERCIO LTDA 0724,FARMACIA ESTRELA,4,MG,0,2017-02-02 14:29:01,
10725,88727654000162,FARMA UNIAO ME 0725,FARMA UNIAO,1,MG,1,2023-02-26 11:03:28,10
10726,49702757000116,DROGA BOM PRECO EIRELI 0726,DROGA BOM,11,GO,0,2025-09-02 14:10:58,40
10727,77466780000194,COMERCIAL IDEAL EIRELI 0727,COMERCIAL IDEAL,2,GO,,2018-08-05 17:32:57,20
10728,34113219000119,DROGA BOM PRECO LTDA 0728,DROGA BOM,3,MG,0,2023-11-29 21:04:55,20
10729,96091295000128,COMERCIAL NOVA ERA ME 0729,COMERCIAL NOVA,13,MG,0,2021-09-18 22:03:17,40
10730,34159124000136,COMERCIAL POPULAR LTDA 0730,COMERCIAL POPULAR,7,GO,0,2022-09-20 00:21:35,50
10731,85755354000107,FARMACIA HORIZONTE LTDA 0731,FARMACIA HORIZONTE,1,MG,0,2023-04-15 05:36:49,50
10732,22570072000107,REDE ESPERANCA COMERCIO LTDA 0732,REDE ESPERANCA,5,MG,0,2020-04-19 23:20:06,20
10733,35727780000150,DROGARIA PRIME LTDA 0733,DROGARIA PRIME,1,GO,0,2025-06-24 08:28:04,50
10734,97900655000158,COMERCIAL SAUDE COMERCIO LTDA 0734,COMERCIAL SAUDE,14,MG,0,2019-03-07 12:31:43,40
10735,73131853000136,FARMACIA MODELO LTDA 0735,FARMACIA MODELO,3,MG,0,2015-08-28 13:44:40,20
10736,27535612000135,DROGARIA PRIME EIRELI 0736,DROGARIA PRIME,4,MG,0,2023-11-30 04:36:33,40
10737,05543084000123,FARMACIA MODELO ME 0737,FARMACIA MODELO,5,GO,0,2025-02-24 09:37:53,40
10738,08398066000193,DROGARIA AURORA LTDA 0738,DROGARIA AURORA,5,MG,0,2015-01-15 18:34:33,
10739,57025875000165,FARMA IDEAL ME 0739,FARMA IDEAL,6,MG,0,2016-08-20 03:30:07,
10740,39381014000138,COMERCIAL SAUDE COMERCIO LTDA 0740,COMERCIAL SAUDE,11,GO,0,2015-01-02 13:37:03,20
10741,48325267000185,COMERCIAL ESTRELA ME 0741,COMERCIAL ESTRELA,10,GO,0,2025-05-20 20:50:57,40
10742,42003646000172,DROGARIA SAUDE LTDA 0742,DROGARIA SAUDE,3,MG,0,2019-06-09 11:23:49,40
10743,26849928000139,COMERCIAL MODELO EIRELI 0743,COMERCIAL MODELO,10,GO,0,2020-03-16 00:21:29,30
10744,89097344000174,DROGA SAUDE ME 0744,DROGA SAUDE,14,MG,0,2014-10-15 20:58:06,40
10745,75066429000180,COMERCIAL POPULAR ME 0745,COMERCIAL POPULAR,9,MG,0,2016-06-19 05:10:21,30
10746,94883988000128,REDE NOVA ERA LTDA 0746,REDE NOVA,9,GO,0,2019-01-27 17:19:09,30
10747,53698459000177,FARMACIA AURORA ME 0747,FARMACIA AURORA,10,MG,0,2015-04-02 18:41:44,40
10748,20489182000113,DROGA CENTRAL ME 0748,DROGA CENTRAL,13,MG,0,2023-07-20 19:53:51,20
10749,18185866000180,FARMA VIDA ME 0749,FARMA VIDA,8,GO,0,2020-02-20 15:52:38,10
10750,66788532000143,COMERCIAL POPULAR LTDA 0750,COMERCIAL POPULAR,16,MG,0,2014-12-17 05:19:55,40
10751,00335943000175,DROGA SAUDE COMERCIO LTDA 0751,DROGA SAUDE,6,GO,0,2026-06-24 22:17:50,40
10752,02173760000126,FARMA IDEAL ME 0752,FARMA IDEAL,10,GO,0,2018-02-09 01:03:56,30
10753,65728395000199,DROGARIA SAO PEDRO LTDA 0753,DROGARIA SAO,16,MG,0,2018-04-06 09:16:46,10
10754,83623357000153,DROGA UNIAO LTDA 0754,DROGA UNIAO,1,GO,0,2022-03-17 04:20:16,40
10755,24670937000132,FARMA AURORA EIRELI 0755,FARMA AURORA,2,MG,0,2022-09-03 13:35:47,40
10756,87496053000123,FARMA REAL COMERCIO LTDA 0756,FARMA REAL,17,MG,1,2020-03-03 14:20:58,30
10757,99514275000100,COMERCIAL PLANALTO ME 0757,COMERCIAL PLANALTO,3,MG,0,2016-02-25 06:27:58,40
10758,47404481000164,DROGARIA NOVA ERA LTDA 0758,DROGARIA NOVA,5,GO,0,2023-05-01 00:17:07,50
10759,44962363000183,FARMACIA SAUDE EIRELI 0759,FARMACIA SAUDE,17,MG,0,2016-06-08 23:36:32,50
10760,78673916000108,REDE POPULAR EIRELI 0760,REDE POPULAR,7,GO,0,2017-12-14 09:51:51,10
10761,52113336000164,FARMA ESPERANCA LTDA 0761,FARMA ESPERANCA,12,GO,1,2019-10-18 06:30:18,30
10762,48806953000178,DROGARIA REAL LTDA 0762,DROGARIA REAL,4,GO,0,2020-10-31 05:01:24,30
10763,06214999000158,REDE CENTRAL EIRELI 0763,REDE CENTRAL,15,MG,0,2020-06-18 09:00:06,20
10764,37194776000108,DROGARIA SAO PEDRO ME 0764,DROGARIA SAO,6,MG,1,2021-12-04 09:37:20,10
10765,45222274000163,DROGARIA BOM PRECO COMERCIO LTDA 0765,DROGARIA BOM,12,GO,0,2023-01-14 11:40:48,30
10766,94222709000185,REDE AURORA EIRELI 0766,REDE AURORA,12,MG,0,2023-11-19 20:14:17,
10767,71198303000109,DROGA SAUDE EIRELI 0767,DROGA SAUDE,6,MG,1,2026-02-21 23:49:39,50
10768,06775797000185,DROGARIA SAO PEDRO EIRELI 0768,DROGARIA SAO,12,GO,0,2017-10-01 09:22:03,40
10769,04729315000125,DROGA AURORA LTDA 0769,DROGA AURORA,14,MG,0,2015-12-18 21:33:36,30
10770,38123529000175,COMERCIAL POPULAR COMERCIO LTDA 0770,COMERCIAL POPULAR,9,MG,0,2021-07-24 16:55:05,30
10771,24784938000108,REDE IDEAL LTDA 0771,REDE IDEAL,15,MG,0,2019-04-10 03:37:08,40
10772,04399592000117,REDE BOM PRECO EIRELI 0772,REDE BOM,16,MG,0,2022-08-12 20:32:41,10
10773,04941887000173,DROGA VIDA LTDA 0773,DROGA VIDA,6,MG,0,2026-06-20 23:02:48,40
10774,83128540000182,COMERCIAL AURORA LTDA 0774,COMERCIAL AURORA,8,MG,0,2020-09-04 02:16:32,40
10775,95712948000186,DROGARIA ESPERANCA LTDA 0775,DROGARIA ESPERANCA,2,MG,0,2022-08-15 13:26:42,30
10776,75459050000130,DROGA MODELO ME 0776,DROGA MODELO,16,MG,0,2018-07-15 16:16:35,20
10777,85056310000180,DROGARIA PLANALTO COMERCIO LTDA 0777,DROGARIA PLANALTO,6,MG,0,2016-07-09 19:52:43,40
10778,70074563000100,DROGA ESPERANCA COMERCIO LTDA 0778,DROGA ESPERANCA,8,MG,0,2018-03-21 20:00:13,40
10779,24065507000191,DROGA SANTA CLARA LTDA 0779,DROGA SANTA,12,GO,0,2024-01-04 01:40:37,40
10780,29558259000134,DROGARIA AURORA LTDA 0780,DROGARIA AURORA,12,MG,0,2026-04-23 02:01:13,50
10781,75883822000167,FARMACIA AURORA LTDA 0781,FARMACIA AURORA,6,MG,0,2020-03-13 22:16:17,40
10782,88079616000140,DROGARIA ESTRELA EIRELI 0782,DROGARIA ESTRELA,13,MG,0,2017-01-01 16:04:08,40
10783,96637302000144,DROGA POPULAR COMERCIO LTDA 0783,DROGA POPULAR,5,GO,0,2023-02-23 03:02:23,40
10784,04035422000153,DROGA UNIAO EIRELI 0784,DROGA UNIAO,1,GO,0,2019-10-08 23:25:13,40
10785,26497159000157,DROGA ESPERANCA COMERCIO LTDA 0785,DROGA ESPERANCA,10,GO,0,2021-10-26 17:08:49,40
10786,33215652000100,REDE HORIZONTE ME 0786,REDE HORIZONTE,6,GO,0,2017-12-03 09:31:31,40
10787,20175393000181,FARMACIA SAUDE LTDA 0787,FARMACIA SAUDE,18,MG,0,2017-07-16 01:35:53,40
10788,65256901000194,DROGARIA ESPERANCA EIRELI 0788,DROGARIA ESPERANCA,14,MG,0,2025-02-03 19:55:29,30
10789,75399166000121,DROGA SAO PEDRO COMERCIO LTDA 0789,DROGA SAO,1,MG,0,2014-10-21 23:39:59,30
10790,94560117000173,DROGARIA UNIAO ME 0790,DROGARIA UNIAO,10,MG,0,2023-07-20 10:16:50,40
10791,28645614000140,FARMA CENTRAL ME 0791,FARMA CENTRAL,14,MG,0,2015-06-30 05:12:58,40
10792,94333918000104,DROGARIA CENTRAL ME 0792,DROGARIA CENTRAL,9,MG,0,2023-03-31 12:37:45,20
10793,11235064000198,FARMA IDEAL COMERCIO LTDA 0793,FARMA IDEAL,9,GO,1,2025-07-24 00:53:27,40
10794,18924450000136,REDE VIDA ME 0794,REDE VIDA,3,MG,0,2026-02-10 05:03:56,40
10795,20161007000100,DROGARIA CENTRAL COMERCIO LTDA 0795,DROGARIA CENTRAL,13,MG,0,2021-09-28 05:45:39,50
10796,69542683000105,FARMACIA ESPERANCA EIRELI 0796,FARMACIA ESPERANCA,11,GO,0,2018-12-06 10:54:10,10
10797,51641602000169,DROGA MODELO EIRELI 0797,DROGA MODELO,5,GO,0,2015-06-25 02:08:20,10
10798,59177401000164,FARMA SANTA CLARA ME 0798,FARMA SANTA,11,MG,0,2023-02-15 04:47:09,30
10799,57126938000170,FARMACIA SAUDE LTDA 0799,FARMACIA SAUDE,2,GO,0,2025-07-11 13:11:10,40
10800,74220141000156,DROGARIA BOM PRECO COMERCIO LTDA 0800,DROGARIA BOM,3,GO,0,2016-10-06 05:42:32,50
10801,71792032000115,DROGA REAL LTDA 0801,DROGA REAL,15,MG,0,2014-09-11 21:19:23,50
10802,16866728000130,DROGA UNIAO COMERCIO LTDA 0802,DROGA UNIAO,9,GO,0,2025-12-15 07:34:18,40
10803,50408883000141,FARMA SANTA CLARA LTDA 0803,FARMA SANTA,10,MG,0,2023-04-04 00:42:08,40
10804,96337524000141,FARMACIA NOVA ERA LTDA 0804,FARMACIA NOVA,2,GO,0,2016-07-12 16:58:43,
10805,35955045000102,DROGA SAUDE LTDA 0805,DROGA SAUDE,7,MG,0,2024-08-01 13:07:48,50
10806,96190487000191,DROGA MODELO LTDA 0806,DROGA MODELO,8,MG,0,2015-11-19 22:26:07,10
10807,58424013000178,DROGA BOM PRECO LTDA 0807,DROGA BOM,10,MG,0,2024-12-03 21:40:44,10
10808,76746585000155,FARMA PLANALTO ME 0808,FARMA PLANALTO,13,MG,0,2017-03-19 10:09:42,20
10809,10007890000117,FARMA VIDA ME 0809,FARMA VIDA,2,GO,,2019-06-03 15:18:39,30
10810,91379310000114,DROGARIA CENTRAL ME 0810,DROGARIA CENTRAL,4,MG,0,2020-05-09 17:44:59,40
10811,49678072000181,FARMACIA MODELO EIRELI 0811,FARMACIA MODELO,5,MG,0,2015-07-01 11:01:06,40
10812,16497058000122,COMERCIAL POPULAR EIRELI 0812,COMERCIAL POPULAR,11,GO,0,2022-07-18 19:20:39,30
10813,59636408000105,DROGARIA POPULAR ME 0813,DROGARIA POPULAR,3,MG,0,2015-06-29 01:24:32,40
10814,63841753000140,FARMA SAUDE LTDA 0814,FARMA SAUDE,11,GO,0,2019-01-21 05:49:31,20
10815,98120805000173,DROGARIA CENTRAL COMERCIO LTDA 0815,DROGARIA CENTRAL,11,MG,0,2022-07-01 16:13:33,30
10816,60722185000170,FARMACIA REAL COMERCIO LTDA 0816,FARMACIA REAL,2,MG,1,2016-11-14 12:57:52,10
10817,13110705000103,DROGARIA MODELO COMERCIO LTDA 0817,DROGARIA MODELO,16,MG,0,2022-11-07 15:37:33,40
10818,14484652000153,DROGA UNIAO ME 0818,DROGA UNIAO,3,GO,0,2019-05-14 11:12:20,30
10819,20859458000108,DROGA ESTRELA ME 0819,DROGA ESTRELA,9,MG,0,2024-02-05 13:53:49,
10820,03724663000147,REDE ESPERANCA EIRELI 0820,REDE ESPERANCA,2,MG,0,2017-02-12 09:17:24,30
10821,65204970000154,FARMA PLANALTO COMERCIO LTDA 0821,FARMA PLANALTO,16,MG,0,2016-07-30 12:00:28,40
10822,32723318000197,DROGARIA POPULAR EIRELI 0822,DROGARIA POPULAR,999,MG,0,2025-09-01 19:41:56,10
10823,68275770000180,FARMACIA REAL ME 0823,FARMACIA REAL,7,GO,0,2019-09-27 08:18:03,40
10824,97463902000104,REDE ESPERANCA LTDA 0824,REDE ESPERANCA,11,GO,1,2025-10-08 19:48:13,40
10825,88315698000185,COMERCIAL IDEAL COMERCIO LTDA 0825,COMERCIAL IDEAL,13,MG,0,2026-07-25 18:54:16,40
10826,65557000000132,FARMA IDEAL EIRELI 0826,FARMA IDEAL,18,MG,0,2024-01-03 21:23:27,10
10827,12281212000173,DROGA BOM PRECO LTDA 0827,DROGA BOM,7,GO,0,2024-02-25 16:20:16,10
10828,20786206000104,REDE ESPERANCA LTDA 0828,REDE ESPERANCA,11,MG,0,2018-03-28 13:45:11,40
10829,21041324000148,DROGA CENTRAL COMERCIO LTDA 0829,DROGA CENTRAL,999,MG,0,2022-01-01 11:26:17,40
10830,81158760000123,DROGA ESPERANCA ME 0830,DROGA ESPERANCA,17,MG,1,2015-07-02 08:57:45,
10831,42603935000102,FARMACIA ESPERANCA EIRELI 0831,FARMACIA ESPERANCA,2,GO,0,2015-05-08 02:31:36,40
10832,63413394000120,COMERCIAL CENTRAL ME 0832,COMERCIAL CENTRAL,18,MG,0,2019-05-03 07:00:06,30
10833,07331332000106,DROGA BOM PRECO ME 0833,DROGA BOM,13,MG,0,2021-05-05 04:51:52,40
10834,29196574000169,REDE PRIME EIRELI 0834,REDE PRIME,8,MG,0,2026-04-26 02:13:13,
10835,21188265000135,DROGARIA IDEAL ME 0835,DROGARIA IDEAL,10,GO,0,2017-10-03 00:00:28,30
10836,63590243000147,FARMACIA HORIZONTE EIRELI 0836,FARMACIA HORIZONTE,10,GO,0,2021-06-28 22:31:52,50
10837,07603684000165,FARMA CENTRAL LTDA 0837,FARMA CENTRAL,3,GO,0,2022-01-20 00:51:14,50
10838,14984025000181,FARMACIA ESPERANCA LTDA 0838,FARMACIA ESPERANCA,1,GO,,2020-03-30 23:19:17,40
10839,48516725000163,FARMA SAO PEDRO EIRELI 0839,FARMA SAO,9,GO,0,2021-04-05 21:46:26,40
10840,58568871000196,FARMACIA PRIME ME 0840,FARMACIA PRIME,7,MG,0,2015-05-12 22:58:26,20
10841,08991324000140,DROGARIA SAO PEDRO ME 0841,DROGARIA SAO,11,MG,0,2018-03-19 15:50:59,50
10842,92333428000174,COMERCIAL SAUDE LTDA 0842,COMERCIAL SAUDE,10,GO,0,2026-04-07 04:08:14,30
10843,03523001000109,DROGA POPULAR EIRELI 0843,DROGA POPULAR,9,GO,0,2018-06-26 10:37:23,40
10844,71446835000118,REDE VIDA EIRELI 0844,REDE VIDA,13,MG,,2017-12-22 09:11:44,20
10845,73816529000151,DROGA SAUDE ME 0845,DROGA SAUDE,10,MG,0,2025-04-30 00:11:19,
10846,43032407000103,COMERCIAL HORIZONTE EIRELI 0846,COMERCIAL HORIZONTE,14,MG,0,2018-01-28 01:03:28,50
10847,89488811000197,COMERCIAL PLANALTO EIRELI 0847,COMERCIAL PLANALTO,6,MG,0,2014-08-02 02:35:09,40
10848,52565836000137,COMERCIAL BOM PRECO COMERCIO LTDA 0848,COMERCIAL BOM,8,MG,0,2019-06-16 02:08:00,40
10849,29616314000103,COMERCIAL NOVA ERA ME 0849,COMERCIAL NOVA,10,MG,1,2018-09-16 05:50:04,30
10850,34546715000166,COMERCIAL SAO PEDRO COMERCIO LTDA 0850,COMERCIAL SAO,6,MG,0,2023-12-05 15:37:59,40
10851,00517250000101,FARMACIA PRIME ME 0851,FARMACIA PRIME,2,MG,0,2020-06-25 10:01:00,
10852,74787604000166,FARMA SAUDE EIRELI 0852,FARMA SAUDE,4,MG,0,2022-11-21 19:52:20,40
10853,30153749000130,FARMACIA IDEAL EIRELI 0853,FARMACIA IDEAL,3,MG,0,2015-05-02 16:22:49,40
10854,03690719000190,COMERCIAL POPULAR EIRELI 0854,COMERCIAL POPULAR,6,MG,0,2018-03-01 20:11:01,10
10855,68191002000149,DROGARIA SANTA CLARA ME 0855,DROGARIA SANTA,8,GO,0,2019-12-31 09:01:16,40
10856,86234131000159,COMERCIAL POPULAR EIRELI 0856,COMERCIAL POPULAR,8,MG,0,2023-03-06 16:42:59,30
10857,61313818000159,DROGARIA SAO PEDRO LTDA 0857,DROGARIA SAO,5,GO,0,2023-12-24 10:30:59,40
10858,57842589000192,FARMA REAL ME 0858,FARMA REAL,13,MG,0,2024-05-15 01:28:10,30
10859,27110044000120,FARMA MODELO EIRELI 0859,FARMA MODELO,14,MG,0,2016-03-12 12:11:21,40
10860,98758285000129,FARMA VIDA COMERCIO LTDA 0860,FARMA VIDA,18,MG,0,2019-05-14 23:22:56,40
10861,75604169000150,REDE ESPERANCA ME 0861,REDE ESPERANCA,999,MG,0,2023-09-06 09:18:30,50
10862,13984505000180,DROGARIA CENTRAL EIRELI 0862,DROGARIA CENTRAL,15,MG,0,2023-10-09 00:26:10,50
10863,74361687000127,DROGA SANTA CLARA LTDA 0863,DROGA SANTA,1,MG,0,2017-05-07 11:19:09,40
10864,14096280000198,DROGA BOM PRECO COMERCIO LTDA 0864,DROGA BOM,2,GO,0,2025-04-24 19:00:42,30
10865,04646809000146,COMERCIAL POPULAR LTDA 0865,COMERCIAL POPULAR,6,MG,0,2025-11-30 12:31:18,30
10866,75545665000180,REDE HORIZONTE LTDA 0866,REDE HORIZONTE,6,GO,0,2024-05-15 12:37:55,30
10867,50212074000160,COMERCIAL BOM PRECO COMERCIO LTDA 0867,COMERCIAL BOM,14,MG,0,2019-11-09 15:20:34,20
10868,39460903000190,DROGARIA VIDA EIRELI 0868,DROGARIA VIDA,3,GO,1,2022-08-18 07:36:25,40
10869,24496208000101,FARMACIA REAL EIRELI 0869,FARMACIA REAL,7,MG,0,2023-04-09 11:08:29,40
10870,90353093000120,DROGA ESPERANCA LTDA 0870,DROGA ESPERANCA,10,MG,0,2022-01-31 12:41:25,50
10871,36837211000120,FARMA PLANALTO COMERCIO LTDA 0871,FARMA PLANALTO,2,MG,1,2021-12-29 22:01:48,
10872,06577258000131,DROGARIA IDEAL LTDA 0872,DROGARIA IDEAL,3,GO,0,2019-01-13 16:57:50,50
10873,33804444000139,DROGARIA NOVA ERA COMERCIO LTDA 0873,DROGARIA NOVA,14,MG,0,2014-09-19 18:24:58,40
10874,21202926000130,DROGARIA SAO PEDRO ME 0874,DROGARIA SAO,7,MG,1,2024-04-20 06:16:28,40
10875,86571370000102,COMERCIAL NOVA ERA LTDA 0875,COMERCIAL NOVA,6,MG,0,2018-06-08 08:15:35,50
10876,15472104000176,DROGARIA NOVA ERA COMERCIO LTDA 0876,DROGARIA NOVA,16,MG,0,2018-11-03 00:24:53,10
10877,20743834000102,FARMA SANTA CLARA LTDA 0877,FARMA SANTA,8,GO,0,2018-01-08 21:45:18,50
10878,31931627000190,REDE MODELO ME 0878,REDE MODELO,11,GO,0,2024-06-22 08:16:17,10
10879,35031555000185,FARMA IDEAL ME 0879,FARMA IDEAL,12,MG,0,2022-09-09 05:50:07,40
10880,09818439000109,DROGARIA SANTA CLARA COMERCIO LTDA 0880,DROGARIA SANTA,8,GO,1,2017-01-08 09:27:26,50
10881,34555643000113,DROGA ESPERANCA EIRELI 0881,DROGA ESPERANCA,8,GO,0,2020-10-16 22:28:55,40
10882,74574142000107,DROGARIA SAUDE LTDA 0882,DROGARIA SAUDE,10,GO,0,2019-05-18 05:22:31,10
10883,63804823000190,COMERCIAL IDEAL COMERCIO LTDA 0883,COMERCIAL IDEAL,3,MG,0,2022-10-10 11:13:20,40
10884,04439979000150,REDE CENTRAL COMERCIO LTDA 0884,REDE CENTRAL,8,MG,0,2020-03-28 19:57:14,40
10885,26490794000102,FARMA PLANALTO COMERCIO LTDA 0885,FARMA PLANALTO,9,GO,0,2015-02-13 09:04:40,40
10886,66619279000102,FARMA NOVA ERA LTDA 0886,FARMA NOVA,8,MG,0,2023-04-24 01:31:46,30
10887,68875956000170,COMERCIAL CENTRAL ME 0887,COMERCIAL CENTRAL,7,GO,0,2025-05-20 07:25:31,40
10888,51638286000176,FARMA BOM PRECO ME 0888,FARMA BOM,4,MG,0,2018-07-09 10:39:58,40
10889,96528011000118,FARMACIA SAUDE LTDA 0889,FARMACIA SAUDE,4,GO,0,2017-03-04 18:40:12,50
10890,17604464000100,DROGARIA REAL ME 0890,DROGARIA REAL,14,MG,0,2016-10-30 13:46:57,50
10891,39785500000111,FARMACIA SANTA CLARA EIRELI 0891,FARMACIA SANTA,11,GO,0,2022-11-20 20:57:31,40
10892,84213671000120,DROGARIA MODELO COMERCIO LTDA 0892,DROGARIA MODELO,3,MG,0,2015-12-17 20:19:50,50
10893,81366215000122,DROGA SANTA CLARA COMERCIO LTDA 0893,DROGA SANTA,18,MG,0,2024-11-27 10:26:22,40
10894,69070637000150,COMERCIAL AURORA COMERCIO LTDA 0894,COMERCIAL AURORA,1,GO,0,2025-03-23 04:04:01,10
10895,83076369000105,FARMA SAUDE ME 0895,FARMA SAUDE,2,GO,0,2020-04-19 11:07:23,30
10896,41032296000100,REDE VIDA LTDA 0896,REDE VIDA,10,GO,0,2018-05-24 20:03:09,40
